"Refseq.ID"	"Organism"	"Spacer.Accession"	"Spacer.Start"	"Spacer.End"	"Proto.spacer.Start"	"Proto.spacer.End"	"Source"	"Product"	"Protein.id"	"GO.Function"	"GO.process"	"Gene"	"EC.number"	"TaxID"	"Species"	"Genus"	"Superkingdom"	"Phylum"	"Class"	"Order"	"Family"	"locus_tag"	"CRISPR.Type"
"NZ_MPIN01000025"	"Cystobacter ferrugineus strain Cbfe23 "	"NZ_MPIN01000025.1"	47776	47811	586487	586522	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"83449"	"Cystobacter ferrugineus"	"Cystobacter"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Archangiaceae"	"Error: HTTP Error 400: Bad Request"	"I-A"
"NZ_FOAP01000003"	"Stigmatella aurantiaca strain DSM 17044"	"NZ_FOAP01000003.1"	197165	197200	910475	910510	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"41"	"Stigmatella aurantiaca"	"Stigmatella"	"Bacteria"	"Proteobacteria"	"Deltaproteobacteria"	"Myxococcales"	"Archangiaceae"	"Error: HTTP Error 400: Bad Request"	"Hybrid(I-A,III-B)"
"NZ_NXFY01000028"	"Arcobacter molluscorum CECT 7696 strain F98-3 NODE_28_length_31009_cov_127.726"	"NZ_NXFY01000028.1"	2080	2114	247283	247317	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"870501"	"Arcobacter molluscorum"	"Arcobacter"	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Arcobacteraceae"	"Error: HTTP Error 400: Bad Request"	"No CRISPR type prediction"
"NZ_NXFY01000028"	"Arcobacter molluscorum CECT 7696 strain F98-3 NODE_28_length_31009_cov_127.726"	"NZ_NXFY01000028.1"	1952	1986	247283	247317	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"870501"	"Arcobacter molluscorum"	"Arcobacter"	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Arcobacteraceae"	"Error: HTTP Error 400: Bad Request"	"No CRISPR type prediction"
"NZ_LLKQ01000001"	"Arcobacter thereius LMG 24486 AA347_"	"NZ_LLKQ01000001.1"	1210544	1210574	1292517	1292547	"KE Watters ((PMID:30190307))"	"23S ribosomal RNA"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1032240"	"Arcobacter thereius"	"Arcobacter"	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Arcobacteraceae"	"AA347_RS06645"	"No CRISPR type prediction"
"NZ_FPKO01000008"	"Olsenella sp. Marseille-P3256"	"NZ_FPKO01000008.1"	344276	344304	359659	359687	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1871031"	"Olsenella sp."	"Olsenella"	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Coriobacteriales"	"Atopobiaceae"	"Error: 'locus_tag' is not in list"	"No CRISPR type prediction"
"NZ_JH376563"	"Olsenella sp. oral taxon 809 str. F0356 supercont1.1"	"NZ_JH376563.1"	1007561	1007594	17442	17475	"KE Watters ((PMID:30190307))"	"tRNA-Val"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"661087"	"Olsenella sp."	"Olsenella"	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Coriobacteriales"	"Atopobiaceae"	"HMPREF1008_RS00110"	"I-C"
"NZ_FPKO01000007"	"Olsenella sp. Marseille-P3256"	"NZ_FPKO01000007.1"	226736	226768	38261	38293	"KE Watters ((PMID:30190307))"	"isopeptide-forming domain-containing fimbrial protein"	"WP_072369502.1"	"Error: No function id"	"GO:0018262"	"Error: No gene name"	"Error: No EC number"	"1871031"	"Olsenella sp."	"Olsenella"	"Bacteria"	"Actinobacteria"	"Coriobacteriia"	"Coriobacteriales"	"Atopobiaceae"	"BQ7106_RS00265
<33"	"I-E"
"NC_013854"	"Azospirillum sp. B510 DNA"	"NC_013854.1"	3199284	3199330	968657	968703	"KE Watters ((PMID:30190307))"	"DUF1064 domain-containing protein"	"WP_052293625.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"137722"	"Azospirillum sp."	"Azospirillum"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Azospirillaceae"	"AZL_RS04530"	"No CRISPR type prediction"
"NZ_BACU01000290"	"Azospirillum sp. B4"	"NZ_BACU01000290.1"	8276	8306	1275	1305	"KE Watters ((PMID:30190307))"	"glycine--tRNA ligase subunit beta"	"WP_044561059.1"	"GO:0004820"	"GO:0006426"	"glyS"	"6.1.1.14"	"95605"	"Azospirillum sp."	"Azospirillum"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Azospirillaceae"	"I55_RS13260
<31"	"Error: HTTP Error 500: Internal Server Error"
"NZ_FXBR01000001"	"Azospirillum lipoferum strain R1C"	"NZ_FXBR01000001.1"	354202	354237	1030577	1030612	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"193"	"Azospirillum lipoferum"	"Azospirillum"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Azospirillaceae"	"Error: HTTP Error 400: Bad Request"	"III-A"
"NZ_LQYH01000099"	"Bacillus coagulans strain B4100 NODE_185"	"NZ_LQYH01000099.1"	50491	50527	12090	12126	"KE Watters ((PMID:30190307))"	"MFS transporter"	"WP_061565718.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1398"	"Bacillus coagulans"	"Bacillus"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"B4100_RS13895"	"Error: HTTP Error 500: Internal Server Error"
"NHZG01000045"	"Bacillus thuringiensis strain HD133 "	"NHZG01000045.1"	27598	27629	11019	11050	"KE Watters ((PMID:30190307))"	"ATP-dependent helicase"	"gb|OXR53258.1||gnl|WGS:NHZG|CCZ40_22490"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1428"	"Bacillus thuringiensis"	"Bacillus"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"CCZ40_22490
<32"	"I-C"
"NZ_FVZO01000015"	"Paraliobacillus ryukyuensis strain Marseille-P3391"	"NZ_FVZO01000015.1"	654835	654864	408941	408970	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"200904"	"Paraliobacillus ryukyuensis"	"Paraliobacillus"	"Bacteria"	"Firmicutes"	"Bacilli"	"Bacillales"	"Bacillaceae"	"Error: 'locus_tag' is not in list"	"II-A"
"LBCF01000007"	"Bacteroides sp. UNK.MGS-14 "	"LBCF01000007.1"	3708	3743	261362	261397	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1638780"	"Bacteroides sp."	"Bacteroides"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"Error: HTTP Error 400: Bad Request"	"I-C"
"NZ_PDCU01000005"	"Bacteroides fragilis strain CL04T03C20 "	"NZ_PDCU01000005.1"	272801	272835	326575	326609	"KE Watters ((PMID:30190307))"	"CTP synthase"	"WP_005788170.1"	"GO:0003883"	"GO:0006241"	"Error: No gene name"	"6.3.4.2"	"817"	"Bacteroides fragilis"	"Bacteroides"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"CQW38_RS14695"	"I-B"
"NZ_BAIR01000006"	"Bacteroides pyogenes DSM 20611 = JCM 6294"	"NZ_BAIR01000006.1"	99727	99762	56404	56439	"KE Watters ((PMID:30190307))"	"nucleotidyltransferase family protein"	"WP_027325503.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1121100"	"Bacteroides pyogenes"	"Bacteroides"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidaceae"	"JCM6294_RS04140"	"I-B"
"NZ_CP006716"	"Bifidobacterium breve S27"	"NZ_CP006716.1"	1678638	1678671	1300739	1300772	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"936351"	"Bifidobacterium breve"	"Bifidobacterium"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Error: 'locus_tag' is not in list"	"No CRISPR type prediction"
"NZ_JGYV01000013"	"Bifidobacterium cuniculi strain LMG 10738 "	"NZ_JGYV01000013.1"	12872	12904	5333	5365	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1688"	"Bifidobacterium cuniculi"	"Bifidobacterium"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Bifidobacteriales"	"Bifidobacteriaceae"	"Error: 'locus_tag' is not in list"	"I-E"
"NC_013721"	"Gardnerella vaginalis 409-05"	"NC_013721.1"	870431	870464	1129455	1129488	"KE Watters ((PMID:30190307))"	"phage tail protein"	"WP_041160520.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"553190"	"Gardnerella vaginalis"	"Gardnerella"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Bifidobacteriales"	"Bifidobacteriaceae"	"HMPREF0424_RS04865"	"Error: HTTP Error 500: Internal Server Error"
"NZ_FOLW01000015"	"Pragia fontium DSM 5563 = ATCC 49100 strain DSM 5563"	"NZ_FOLW01000015.1"	58774	58806	543434	543466	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1122977"	"Pragia fontium"	"Pragia"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Budviciaceae"	"Error: HTTP Error 400: Bad Request"	"I-F"
"NZ_CP029185"	"Limnobaculum parvum strain HYN0051 chromosome"	"NZ_CP029185.1"	704810	704842	811492	811524	"KE Watters ((PMID:30190307))"	"helix-turn-helix transcriptional regulator"	"WP_108901482.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"2172103"	"Limnobaculum parvum"	"Limnobaculum"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Budviciaceae"	"HYN51_RS02980"	"No CRISPR type prediction"
"NZ_FOLW01000015"	"Pragia fontium DSM 5563 = ATCC 49100 strain DSM 5563"	"NZ_FOLW01000015.1"	59134	59166	542902	542934	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1122977"	"Pragia fontium"	"Pragia"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Budviciaceae"	"Error: HTTP Error 400: Bad Request"	"I-F"
"LARC01000024"	"Burkholderia sp. K4410.MGS-135 "	"LARC01000024.1"	38824	38857	33652	33685	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"1637500"	"Burkholderia sp."	"Burkholderia"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"Error: 'locus_tag' is not in list"	"No CRISPR type prediction"
"NZ_CDQJ01000001"	"Ralstonia solanacearum strain CFBP3858"	"NZ_CDQJ01000001.1"	1385977	1386009	5789802	5789834	"KE Watters ((PMID:30190307))"	"hypothetical protein"	"WP_055337746.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"305"	"Ralstonia solanacearum"	"Ralstonia"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"AQR30_RS25635
<1"	"I-E"
"NZ_AP014576"	"Burkholderia sp. RPE67 DNA"	"NZ_AP014576.1"	703611	703644	1172428	1172461	"KE Watters ((PMID:30190307))"	"DMT family transporter"	"WP_014191117.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"758796"	"Burkholderia sp."	"Burkholderia"	"Bacteria"	"Proteobacteria"	"Betaproteobacteria"	"Burkholderiales"	"Burkholderiaceae"	"BRPE67_RS05460"	"No CRISPR type prediction"
"NTFS01000517"	"Calothrix elsteri CCALA 953 "	"NTFS01000517.1"	2538	2580	17228	17270	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"987040"	"Calothrix elsteri"	"Calothrix"	"Bacteria"	"Cyanobacteria"	"Error: No info"	"Nostocales"	"Calotrichaceae"	"Error: HTTP Error 400: Bad Request"	"No CRISPR type prediction"
"NC_019751"	"Calothrix sp. PCC 6303"	"NC_019751.1"	324354	324393	6107891	6107930	"KE Watters ((PMID:30190307))"	"hypothetical protein"	"WP_015200576.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1170562"	"Calothrix sp."	"Calothrix"	"Bacteria"	"Cyanobacteria"	"Error: No info"	"Nostocales"	"Calotrichaceae"	"CAL6303_RS24740"	"III-B"
"NC_019751"	"Calothrix sp. PCC 6303"	"NC_019751.1"	316595	316631	193374	193410	"KE Watters ((PMID:30190307))"	"hypothetical protein"	"WP_015195931.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1170562"	"Calothrix sp."	"Calothrix"	"Bacteria"	"Cyanobacteria"	"Error: No info"	"Nostocales"	"Calotrichaceae"	"CAL6303_RS00795"	"No CRISPR type prediction"
"NZ_NIQI01000009"	"Campylobacter hyointestinalis subsp. hyointestinalis strain S1559c x_"	"NZ_NIQI01000009.1"	1653	1687	1712	1746	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"91352"	"Campylobacter hyointestinalis"	"Campylobacter"	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Error: 'locus_tag' is not in list"	"No CRISPR type prediction"
"NZ_NIQM01000016"	"Campylobacter hyointestinalis subsp. hyointestinalis strain S1597b x_"	"NZ_NIQM01000016.1"	455	490	48945	48980	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"91352"	"Campylobacter hyointestinalis"	"Campylobacter"	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Error: HTTP Error 400: Bad Request"	"No CRISPR type prediction"
"NZ_NIQI01000009"	"Campylobacter hyointestinalis subsp. hyointestinalis strain S1559c x_"	"NZ_NIQI01000009.1"	1653	1687	139	173	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"91352"	"Campylobacter hyointestinalis"	"Campylobacter"	"Bacteria"	"Proteobacteria"	"Epsilonproteobacteria"	"Campylobacterales"	"Campylobacteraceae"	"Error: 'locus_tag' is not in list"	"No CRISPR type prediction"
"PFFU01000094"	"Actinobacteria bacterium CG17_big_fil_post_rev_8_21_14_2_50_50_24 CG17_8_21_14_2.50_"	"PFFU01000094.1"	103	140	35323	35360	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1973895"	"Actinobacteria bacterium"	"Actinobacteria"	"Bacteria"	"Actinobacteria"	"Candidatus Aquicultoria"	"Candidatus Aquicultorales"	"Candidatus Aquicultoraceae"	"Error: HTTP Error 400: Bad Request"	"No CRISPR type prediction"
"PFNG01000195"	"Actinobacteria bacterium CG_4_10_14_0_8_um_filter_50_43 CG_4_10_14_0.8_um_filter_"	"PFNG01000195.1"	681	718	16195	16232	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1973895"	"Actinobacteria bacterium"	"Actinobacteria"	"Bacteria"	"Actinobacteria"	"Candidatus Aquicultoria"	"Candidatus Aquicultorales"	"Candidatus Aquicultoraceae"	"Error: HTTP Error 400: Bad Request"	"No CRISPR type prediction"
"MNXI01000002"	"Actinobacteria bacterium CG2_30_50_142 cg2_3.0_"	"MNXI01000002.1"	6039	6076	14615	14652	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1973895"	"Actinobacteria bacterium"	"Actinobacteria"	"Bacteria"	"Actinobacteria"	"Candidatus Aquicultoria"	"Candidatus Aquicultorales"	"Candidatus Aquicultoraceae"	"Error: HTTP Error 400: Bad Request"	"No CRISPR type prediction"
"MWTE01000139"	"Candidatus Brocadia sp. UTAMX2 "	"MWTE01000139.1"	16087	16126	44402	44441	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"1961114"	"Candidatus Brocadia"	"Candidatus"	"Bacteria"	"Planctomycetota"	"Candidatus Brocadiia"	"Candidatus Brocadiales"	"Candidatus Brocadiaceae"	"Error: HTTP Error 400: Bad Request"	"III-D"
"NZ_LT934425"	"Candidatus Kuenenia stuttgartiensis isolate kuenenia_mbr1_ru-nijmegen genome assembly"	"NZ_LT934425.1"	490331	490367	2982506	2982542	"KE Watters ((PMID:30190307))"	"GspE/PulE family protein"	"WP_099325861.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"174633"	"Candidatus Kuenenia"	"Candidatus"	"Bacteria"	"Planctomycetota"	"Candidatus Brocadiia"	"Candidatus Brocadiales"	"Candidatus Brocadiaceae"	"KSMBR1_RS13875"	"No CRISPR type prediction"
"OCTL01000004"	"Candidatus Kuenenia stuttgartiensis isolate kuenenia_lowcov_bin_ru-nijmegen genome assembly"	"OCTL01000004.1"	96934	96970	404083	404119	"KE Watters ((PMID:30190307))"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"174633"	"Candidatus Kuenenia"	"Candidatus"	"Bacteria"	"Planctomycetota"	"Candidatus Brocadiia"	"Candidatus Brocadiales"	"Candidatus Brocadiaceae"	"Error: HTTP Error 400: Bad Request"	"No CRISPR type prediction"
"PGYG01000021"	"Candidatus Methanoperedenaceae archaeon HGW-Methanoperedenaceae-1 08E140C01_10kDa_"	"PGYG01000021.1"	12298	12335	14250	14287	"KE Watters ((PMID:30190307))"	"CRISPR-associated protein Cas4"	"gb|PKL53975.1||gnl|WGS:PGYG|CVV36_04245"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"2013824"	"Candidatus Methanoperedenaceae"	"Candidatus"	"Archaea"	"Euryarchaeota"	"Methanomicrobia"	"Methanosarcinales"	"Candidatus Methanoperedenaceae"	"CVV36_04245
<38"	"I-B"
"PGYG01000035"	"Candidatus Methanoperedenaceae archaeon HGW-Methanoperedenaceae-1 08E140C01_10kDa_"	"PGYG01000035.1"	6187	6222	11495	11530	"KE Watters ((PMID:30190307))"	"hypothetical protein"	"gb|PKL53618.1||gnl|WGS:PGYG|CVV36_06155"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"Error: HTTP Error 400: Bad Request"	"2013824"	"Candidatus Methanoperedenaceae"	"Candidatus"	"Archaea"	"Euryarchaeota"	"Methanomicrobia"	"Methanosarcinales"	"Candidatus Methanoperedenaceae"	"CVV36_06155
<36"	"No CRISPR type prediction"
"PGYG01000035"	"Candidatus Methanoperedenaceae archaeon HGW-Methanoperedenaceae-1 08E140C01_10kDa_"	"PGYG01000035.1"	6113	6150	6880	6917	"KE Watters ((PMID:30190307))"	"Error: 'product' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"Error: 'protein_id' is not in list"	"2013824"	"Candidatus Methanoperedenaceae"	"Candidatus"	"Archaea"	"Euryarchaeota"	"Methanomicrobia"	"Methanosarcinales"	"Candidatus Methanoperedenaceae"	"Error: 'locus_tag' is not in list"	"No CRISPR type prediction"
"NZ_JYIJ01000019"	"Streptomyces thermoautotrophicus strain UBT1 "	"NZ_JYIJ01000019.1"	81915	81948	90183	90216	"KE Watters ((PMID:30190307))"	"helicase-related protein"	"WP_232778629.1"	"Error: No function id"	"Error: No process id"	"Error: No gene name"	"Error: No EC number"	"1469144"	"Streptomyces thermoautotrophicus"	"Streptomyces"	"Bacteria"	"Actinobacteria"	"Actinomycetia"	"Streptomycetales"	"Carbonactinosporaceae"	"TH66_RS17705"	"No CRISPR type prediction"
